dataset_code;layer_code;current_layer_code;model;scenario;year;version;layer_url
WorldClim;WC_prec10_mr26_2070;WC_prec10;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr26_2070_lonlat.tif
WorldClim;WC_prec10_mr45_2050;WC_prec10;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr45_2050_lonlat.tif
WorldClim;WC_prec10_mr45_2070;WC_prec10;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr45_2070_lonlat.tif
WorldClim;WC_prec10_mr60_2050;WC_prec10;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr60_2050_lonlat.tif
WorldClim;WC_prec10_mr60_2070;WC_prec10;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr60_2070_lonlat.tif
WorldClim;WC_prec10_mr85_2050;WC_prec10;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr85_2050_lonlat.tif
WorldClim;WC_prec10_mr85_2070;WC_prec10;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec10_mr85_2070_lonlat.tif
WorldClim;WC_prec11_cc26_2050;WC_prec11;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc26_2050_lonlat.tif
WorldClim;WC_prec11_cc26_2070;WC_prec11;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc26_2070_lonlat.tif
WorldClim;WC_prec11_cc45_2050;WC_prec11;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc45_2050_lonlat.tif
WorldClim;WC_prec11_cc45_2070;WC_prec11;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc45_2070_lonlat.tif
WorldClim;WC_prec11_cc60_2050;WC_prec11;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc60_2050_lonlat.tif
WorldClim;WC_prec11_cc60_2070;WC_prec11;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc60_2070_lonlat.tif
WorldClim;WC_prec11_cc85_2050;WC_prec11;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc85_2050_lonlat.tif
WorldClim;WC_prec11_cc85_2070;WC_prec11;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_cc85_2070_lonlat.tif
WorldClim;WC_prec11_he26_2050;WC_prec11;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he26_2050_lonlat.tif
WorldClim;WC_prec11_he26_2070;WC_prec11;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he26_2070_lonlat.tif
WorldClim;WC_prec11_he45_2050;WC_prec11;HadGEM2-ES;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he45_2050_lonlat.tif
WorldClim;WC_prec11_he45_2070;WC_prec11;HadGEM2-ES;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he45_2070_lonlat.tif
WorldClim;WC_prec11_he60_2050;WC_prec11;HadGEM2-ES;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he60_2050_lonlat.tif
WorldClim;WC_prec11_he60_2070;WC_prec11;HadGEM2-ES;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he60_2070_lonlat.tif
WorldClim;WC_prec11_he85_2050;WC_prec11;HadGEM2-ES;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he85_2050_lonlat.tif
WorldClim;WC_prec11_he85_2070;WC_prec11;HadGEM2-ES;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_he85_2070_lonlat.tif
WorldClim;WC_prec11_mr26_2050;WC_prec11;MIROC-ESM;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr26_2050_lonlat.tif
WorldClim;WC_prec11_mr26_2070;WC_prec11;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr26_2070_lonlat.tif
WorldClim;WC_prec11_mr45_2050;WC_prec11;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr45_2050_lonlat.tif
WorldClim;WC_prec11_mr45_2070;WC_prec11;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr45_2070_lonlat.tif
WorldClim;WC_prec11_mr60_2050;WC_prec11;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr60_2050_lonlat.tif
WorldClim;WC_prec11_mr60_2070;WC_prec11;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr60_2070_lonlat.tif
WorldClim;WC_prec11_mr85_2050;WC_prec11;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr85_2050_lonlat.tif
WorldClim;WC_prec11_mr85_2070;WC_prec11;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec11_mr85_2070_lonlat.tif
WorldClim;WC_prec12_cc26_2050;WC_prec12;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc26_2050_lonlat.tif
WorldClim;WC_prec12_cc26_2070;WC_prec12;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc26_2070_lonlat.tif
WorldClim;WC_prec12_cc45_2050;WC_prec12;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc45_2050_lonlat.tif
WorldClim;WC_prec12_cc45_2070;WC_prec12;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc45_2070_lonlat.tif
WorldClim;WC_prec12_cc60_2050;WC_prec12;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc60_2050_lonlat.tif
WorldClim;WC_prec12_cc60_2070;WC_prec12;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc60_2070_lonlat.tif
WorldClim;WC_prec12_cc85_2050;WC_prec12;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc85_2050_lonlat.tif
WorldClim;WC_prec12_cc85_2070;WC_prec12;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_cc85_2070_lonlat.tif
WorldClim;WC_prec12_he26_2050;WC_prec12;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he26_2050_lonlat.tif
WorldClim;WC_prec12_he26_2070;WC_prec12;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he26_2070_lonlat.tif
WorldClim;WC_prec12_he45_2050;WC_prec12;HadGEM2-ES;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he45_2050_lonlat.tif
WorldClim;WC_prec12_he45_2070;WC_prec12;HadGEM2-ES;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he45_2070_lonlat.tif
WorldClim;WC_prec12_he60_2050;WC_prec12;HadGEM2-ES;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he60_2050_lonlat.tif
WorldClim;WC_prec12_he60_2070;WC_prec12;HadGEM2-ES;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he60_2070_lonlat.tif
WorldClim;WC_prec12_he85_2050;WC_prec12;HadGEM2-ES;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he85_2050_lonlat.tif
WorldClim;WC_prec12_he85_2070;WC_prec12;HadGEM2-ES;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_he85_2070_lonlat.tif
WorldClim;WC_prec12_mr26_2050;WC_prec12;MIROC-ESM;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr26_2050_lonlat.tif
WorldClim;WC_prec12_mr26_2070;WC_prec12;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr26_2070_lonlat.tif
WorldClim;WC_prec12_mr45_2050;WC_prec12;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr45_2050_lonlat.tif
WorldClim;WC_prec12_mr45_2070;WC_prec12;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr45_2070_lonlat.tif
WorldClim;WC_prec12_mr60_2050;WC_prec12;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr60_2050_lonlat.tif
WorldClim;WC_prec12_mr60_2070;WC_prec12;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr60_2070_lonlat.tif
WorldClim;WC_prec12_mr85_2050;WC_prec12;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr85_2050_lonlat.tif
WorldClim;WC_prec12_mr85_2070;WC_prec12;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec12_mr85_2070_lonlat.tif
WorldClim;WC_prec2_cc26_2050;WC_prec2;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc26_2050_lonlat.tif
WorldClim;WC_prec2_cc26_2070;WC_prec2;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc26_2070_lonlat.tif
WorldClim;WC_prec2_cc45_2050;WC_prec2;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc45_2050_lonlat.tif
WorldClim;WC_prec2_cc45_2070;WC_prec2;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc45_2070_lonlat.tif
WorldClim;WC_prec2_cc60_2050;WC_prec2;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc60_2050_lonlat.tif
WorldClim;WC_prec2_cc60_2070;WC_prec2;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc60_2070_lonlat.tif
WorldClim;WC_prec2_cc85_2050;WC_prec2;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc85_2050_lonlat.tif
WorldClim;WC_prec2_cc85_2070;WC_prec2;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_cc85_2070_lonlat.tif
WorldClim;WC_prec2_he26_2050;WC_prec2;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he26_2050_lonlat.tif
WorldClim;WC_prec2_he26_2070;WC_prec2;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he26_2070_lonlat.tif
WorldClim;WC_prec2_he45_2050;WC_prec2;HadGEM2-ES;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he45_2050_lonlat.tif
WorldClim;WC_prec2_he45_2070;WC_prec2;HadGEM2-ES;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he45_2070_lonlat.tif
WorldClim;WC_prec2_he60_2050;WC_prec2;HadGEM2-ES;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he60_2050_lonlat.tif
WorldClim;WC_prec2_he60_2070;WC_prec2;HadGEM2-ES;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he60_2070_lonlat.tif
WorldClim;WC_prec2_he85_2050;WC_prec2;HadGEM2-ES;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he85_2050_lonlat.tif
WorldClim;WC_prec2_he85_2070;WC_prec2;HadGEM2-ES;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_he85_2070_lonlat.tif
WorldClim;WC_prec2_mr26_2050;WC_prec2;MIROC-ESM;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr26_2050_lonlat.tif
WorldClim;WC_prec2_mr26_2070;WC_prec2;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr26_2070_lonlat.tif
WorldClim;WC_prec2_mr45_2050;WC_prec2;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr45_2050_lonlat.tif
WorldClim;WC_prec2_mr45_2070;WC_prec2;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr45_2070_lonlat.tif
WorldClim;WC_prec2_mr60_2050;WC_prec2;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr60_2050_lonlat.tif
WorldClim;WC_prec2_mr60_2070;WC_prec2;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr60_2070_lonlat.tif
WorldClim;WC_prec2_mr85_2050;WC_prec2;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr85_2050_lonlat.tif
WorldClim;WC_prec2_mr85_2070;WC_prec2;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec2_mr85_2070_lonlat.tif
WorldClim;WC_prec3_cc26_2050;WC_prec3;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc26_2050_lonlat.tif
WorldClim;WC_prec3_cc26_2070;WC_prec3;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc26_2070_lonlat.tif
WorldClim;WC_prec3_cc45_2050;WC_prec3;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc45_2050_lonlat.tif
WorldClim;WC_prec3_cc45_2070;WC_prec3;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc45_2070_lonlat.tif
WorldClim;WC_prec3_cc60_2050;WC_prec3;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc60_2050_lonlat.tif
WorldClim;WC_prec3_cc60_2070;WC_prec3;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc60_2070_lonlat.tif
WorldClim;WC_prec3_cc85_2050;WC_prec3;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc85_2050_lonlat.tif
WorldClim;WC_prec3_cc85_2070;WC_prec3;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_cc85_2070_lonlat.tif
WorldClim;WC_prec3_he26_2050;WC_prec3;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he26_2050_lonlat.tif
WorldClim;WC_prec3_he26_2070;WC_prec3;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he26_2070_lonlat.tif
WorldClim;WC_prec3_he45_2050;WC_prec3;HadGEM2-ES;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he45_2050_lonlat.tif
WorldClim;WC_prec3_he45_2070;WC_prec3;HadGEM2-ES;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he45_2070_lonlat.tif
WorldClim;WC_prec3_he60_2050;WC_prec3;HadGEM2-ES;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he60_2050_lonlat.tif
WorldClim;WC_prec3_he60_2070;WC_prec3;HadGEM2-ES;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he60_2070_lonlat.tif
WorldClim;WC_prec3_he85_2050;WC_prec3;HadGEM2-ES;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he85_2050_lonlat.tif
WorldClim;WC_prec3_he85_2070;WC_prec3;HadGEM2-ES;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_he85_2070_lonlat.tif
WorldClim;WC_prec3_mr26_2050;WC_prec3;MIROC-ESM;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr26_2050_lonlat.tif
WorldClim;WC_prec3_mr26_2070;WC_prec3;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr26_2070_lonlat.tif
WorldClim;WC_prec3_mr45_2050;WC_prec3;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr45_2050_lonlat.tif
WorldClim;WC_prec3_mr45_2070;WC_prec3;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr45_2070_lonlat.tif
WorldClim;WC_prec3_mr60_2050;WC_prec3;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr60_2050_lonlat.tif
WorldClim;WC_prec3_mr60_2070;WC_prec3;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr60_2070_lonlat.tif
WorldClim;WC_prec3_mr85_2050;WC_prec3;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr85_2050_lonlat.tif
WorldClim;WC_prec3_mr85_2070;WC_prec3;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec3_mr85_2070_lonlat.tif
WorldClim;WC_prec4_cc26_2050;WC_prec4;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc26_2050_lonlat.tif
WorldClim;WC_prec4_cc26_2070;WC_prec4;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc26_2070_lonlat.tif
WorldClim;WC_prec4_cc45_2050;WC_prec4;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc45_2050_lonlat.tif
WorldClim;WC_prec4_cc45_2070;WC_prec4;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc45_2070_lonlat.tif
WorldClim;WC_prec4_cc60_2050;WC_prec4;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc60_2050_lonlat.tif
WorldClim;WC_prec4_cc60_2070;WC_prec4;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc60_2070_lonlat.tif
WorldClim;WC_prec4_cc85_2050;WC_prec4;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc85_2050_lonlat.tif
WorldClim;WC_prec4_cc85_2070;WC_prec4;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_cc85_2070_lonlat.tif
WorldClim;WC_prec4_he26_2050;WC_prec4;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he26_2050_lonlat.tif
WorldClim;WC_prec4_he26_2070;WC_prec4;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he26_2070_lonlat.tif
WorldClim;WC_prec4_he45_2050;WC_prec4;HadGEM2-ES;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he45_2050_lonlat.tif
WorldClim;WC_prec4_he45_2070;WC_prec4;HadGEM2-ES;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he45_2070_lonlat.tif
WorldClim;WC_prec4_he60_2050;WC_prec4;HadGEM2-ES;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he60_2050_lonlat.tif
WorldClim;WC_prec4_he60_2070;WC_prec4;HadGEM2-ES;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he60_2070_lonlat.tif
WorldClim;WC_prec4_he85_2050;WC_prec4;HadGEM2-ES;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he85_2050_lonlat.tif
WorldClim;WC_prec4_he85_2070;WC_prec4;HadGEM2-ES;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_he85_2070_lonlat.tif
WorldClim;WC_prec4_mr26_2050;WC_prec4;MIROC-ESM;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr26_2050_lonlat.tif
WorldClim;WC_prec4_mr26_2070;WC_prec4;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr26_2070_lonlat.tif
WorldClim;WC_prec4_mr45_2050;WC_prec4;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr45_2050_lonlat.tif
WorldClim;WC_prec4_mr45_2070;WC_prec4;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr45_2070_lonlat.tif
WorldClim;WC_prec4_mr60_2050;WC_prec4;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr60_2050_lonlat.tif
WorldClim;WC_prec4_mr60_2070;WC_prec4;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr60_2070_lonlat.tif
WorldClim;WC_prec4_mr85_2050;WC_prec4;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr85_2050_lonlat.tif
WorldClim;WC_prec4_mr85_2070;WC_prec4;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec4_mr85_2070_lonlat.tif
WorldClim;WC_prec5_cc26_2050;WC_prec5;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc26_2050_lonlat.tif
WorldClim;WC_prec5_cc26_2070;WC_prec5;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc26_2070_lonlat.tif
WorldClim;WC_prec5_cc45_2050;WC_prec5;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc45_2050_lonlat.tif
WorldClim;WC_prec5_cc45_2070;WC_prec5;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc45_2070_lonlat.tif
WorldClim;WC_prec5_cc60_2050;WC_prec5;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc60_2050_lonlat.tif
WorldClim;WC_prec5_cc60_2070;WC_prec5;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc60_2070_lonlat.tif
WorldClim;WC_prec5_cc85_2050;WC_prec5;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc85_2050_lonlat.tif
WorldClim;WC_prec5_cc85_2070;WC_prec5;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_cc85_2070_lonlat.tif
WorldClim;WC_prec5_he26_2050;WC_prec5;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he26_2050_lonlat.tif
WorldClim;WC_prec5_he26_2070;WC_prec5;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he26_2070_lonlat.tif
WorldClim;WC_prec5_he45_2050;WC_prec5;HadGEM2-ES;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he45_2050_lonlat.tif
WorldClim;WC_prec5_he45_2070;WC_prec5;HadGEM2-ES;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he45_2070_lonlat.tif
WorldClim;WC_prec5_he60_2050;WC_prec5;HadGEM2-ES;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he60_2050_lonlat.tif
WorldClim;WC_prec5_he60_2070;WC_prec5;HadGEM2-ES;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he60_2070_lonlat.tif
WorldClim;WC_prec5_he85_2050;WC_prec5;HadGEM2-ES;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he85_2050_lonlat.tif
WorldClim;WC_prec5_he85_2070;WC_prec5;HadGEM2-ES;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_he85_2070_lonlat.tif
WorldClim;WC_prec5_mr26_2050;WC_prec5;MIROC-ESM;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr26_2050_lonlat.tif
WorldClim;WC_prec5_mr26_2070;WC_prec5;MIROC-ESM;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr26_2070_lonlat.tif
WorldClim;WC_prec5_mr45_2050;WC_prec5;MIROC-ESM;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr45_2050_lonlat.tif
WorldClim;WC_prec5_mr45_2070;WC_prec5;MIROC-ESM;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr45_2070_lonlat.tif
WorldClim;WC_prec5_mr60_2050;WC_prec5;MIROC-ESM;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr60_2050_lonlat.tif
WorldClim;WC_prec5_mr60_2070;WC_prec5;MIROC-ESM;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr60_2070_lonlat.tif
WorldClim;WC_prec5_mr85_2050;WC_prec5;MIROC-ESM;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr85_2050_lonlat.tif
WorldClim;WC_prec5_mr85_2070;WC_prec5;MIROC-ESM;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec5_mr85_2070_lonlat.tif
WorldClim;WC_prec6_cc26_2050;WC_prec6;CCSM4;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc26_2050_lonlat.tif
WorldClim;WC_prec6_cc26_2070;WC_prec6;CCSM4;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc26_2070_lonlat.tif
WorldClim;WC_prec6_cc45_2050;WC_prec6;CCSM4;rcp45;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc45_2050_lonlat.tif
WorldClim;WC_prec6_cc45_2070;WC_prec6;CCSM4;rcp45;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc45_2070_lonlat.tif
WorldClim;WC_prec6_cc60_2050;WC_prec6;CCSM4;rcp60;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc60_2050_lonlat.tif
WorldClim;WC_prec6_cc60_2070;WC_prec6;CCSM4;rcp60;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc60_2070_lonlat.tif
WorldClim;WC_prec6_cc85_2050;WC_prec6;CCSM4;rcp85;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc85_2050_lonlat.tif
WorldClim;WC_prec6_cc85_2070;WC_prec6;CCSM4;rcp85;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_cc85_2070_lonlat.tif
WorldClim;WC_prec6_he26_2050;WC_prec6;HadGEM2-ES;rcp26;2050;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_he26_2050_lonlat.tif
WorldClim;WC_prec6_he26_2070;WC_prec6;HadGEM2-ES;rcp26;2070;1;https://www.lifewatch.be/sdmpredictors/WC_prec6_he26_2070_lonlat.tif
